locID;name;countryEN;countryRU;lat_deg;lat_deg_sign;lat_min;lat_sec;lon_deg;lon_deg_sign;lon_min;lon_sec;property;buffer;siteID;latitude;longitude;countryCode
1194rev-003;Subak Landscape of Pekerisan Watershed;Indonesia;Индонезия;S8;-8;25;46;E115;115;18;44;529.1 ha;188 ha;1194;-7.5705556;115.3122222;idn
1194rev-004;Subak Landscape of Catur Angga Batukaru;Indonesia;Индонезия;S8;-8;20;37;E115;115;7;20;17,376.1 ha;974.4 ha;1194;-7.6563889;115.1222222;idn
1194rev-005;Royal Water Temple Pura Taman Ayun;Indonesia;Индонезия;S8;-8;32;31;E115;115;10;21;6.9 ha;51.3 ha;1194;-7.4580556;115.1725;idn
1610-001;Soengai Doerian Mining Site;Indonesia;Индонезия;S0;0;40;39.01;E100;100;46;39.26;7.91 ha;3,451.38 ha;1610;0.6775028;100.7775722;idn
1610-002;Mining School;Indonesia;Индонезия;N0;0;40;27.3;E100;100;46;0.001;0.34 ha;;1610;0.67425;100.7666669;idn
1610-003;Coal Processing Plant Compound;Indonesia;Индонезия;S0;0;40;48.06;E100;100;46;34.2;12.6 ha;;1610;0.6800167;100.7761667;idn
1610-004;Ombilin Railway;Indonesia;Индонезия;S0;0;41;1.93;E100;100;46;37.02;10.89 ha;;1610;0.6838694;100.77695;idn
1610-005;Company Town;Indonesia;Индонезия;S0;0;40;54.93;E100;100;46;44.61;32.94 ha;;1610;0.681925;100.7790583;idn
1610-006;Salak Power Plant and Ranith Water Pumping Station;Indonesia;Индонезия;S0;0;38;6;E100;100;46;8.75;18.14 ha;;1610;0.635;100.7690972;idn
1610-007;Railway System;Indonesia;Индонезия;S0;0;45;59.85;E100;100;44;16.36;173.27 ha;3,591.23 ha;1610;0.766625;100.7378778;idn
1610-008;Batu Tabal Train Station;Indonesia;Индонезия;S0;0;32;38.27;E100;100;31;22.72;0.83 ha;;1610;0.5439639;100.5229778;idn
1610-009;Padang Pandjang Train Station;Indonesia;Индонезия;S0;0;27;49.22;E100;100;23;42.41;3.69 ha;;1610;0.4636722;100.3951139;idn
1610-010;Tinggi Bridge;Indonesia;Индонезия;S0;0;28;33.14;E100;100;22;1.16;0.15 ha;;1610;0.4758722;100.3669889;idn
1610-011;Kayu Tanam Train Station;Indonesia;Индонезия;S0;0;32;52.27;E100;100;19;52.11;1.29 ha;;1610;0.5478528;100.3311417;idn
1610-012;Coal Storage;Indonesia;Индонезия;S0;0;59;30.1;E100;100;22;49.55;6.13 ha;314.31 ha;1610;0.9916944;100.3804306;idn
1188-001;Soltaniyeh Dome;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;26;2.3;E48;48;47;45.7;14.8 ha;—;1188;36.4339722;48.7960278;irn
1188-002;Seh Tappeh;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;27;50.6;E48;48;47;10.5;0.35 ha;3.48 ha;1188;36.4640556;48.78625;irn
1188-003;Tappeh Qal'eh;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;27;13.1;E48;48;46;57.9;5.9 ha;21.9 ha;1188;36.4536389;48.78275;irn
1188-004;Karvangah;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;26;51.2;E48;48;49;49.2;1.2 ha;21.6 ha;1188;36.4475556;48.8303333;irn
1188-005;Chelebi Oghlu;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;25;50.6;E48;48;47;10.7;0.28 ha;7.04 ha;1188;36.4307222;48.7863056;irn
1188-006;Qush Khaneh;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;25;15;E48;48;47;19.3;1.47 ha;3.5 ha;1188;36.4208333;48.7886944;irn
1188-007;Mollah Hassan Kashi Tomb;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;25;3.4;E48;48;47;40.9;0.05 ha;2.5 ha;1188;36.4176111;48.7946944;irn
1188-008;Ruins and kilns;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;25;9.2;E48;48;47;55.6;1.23 ha;31.42 ha;1188;36.4192222;48.7987778;irn
1188-009;Tappeh Dur;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;26;21.8;E48;48;46;57.3;0.3 ha;258.28 ha;1188;36.4393889;48.7825833;irn
1188-010;Emamzadeh Dur;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;26;18.3;E48;48;46;59;0.006 ha;—;1188;36.4384167;48.7830556;irn
1188-011;Fenjanabad;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;26;14.9;E48;48;48;39.9;3.42 ha;—;1188;36.4374722;48.8110833;irn
1188-012;Tappeh Nur Kuchak (not marked but the only unmarked site is 303300 4033850);Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;25;47;E48;48;48;20.6;1.2 ha;—;1188;36.4297222;48.8057222;irn
1188-013;Tappeh Nur (TombTower);Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;25;37.3;E48;48;48;7.3;1.8 ha;—;1188;36.4270278;48.8020278;irn
1188-014;Soltaniyeh pasture including Mostafa Khan site;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;26;39;E48;48;49;1.3;758.14 ha;—;1188;36.4441667;48.8170278;irn
1262-001;The Monastery of Saint Thaddeus;Iran (Islamic Republic of);Иран (Исламская Республика);N39;39;5;32;E44;44;32;40;29.85 ha;310.98 ha;1262;39.0922222;44.5444444;irn
1262-002;The village (Saint Thaddeus Ensemble);Iran (Islamic Republic of);Иран (Исламская Республика);N39;39;5;32;E44;44;32;40;8.3 ha;310.98 ha;1262;39.0922222;44.5444444;irn
1262-003;Chapel 5 (Sandokht) (Saint Thaddeus Ensemble);Iran (Islamic Republic of);Иран (Исламская Республика);N39;39;5;32;E44;44;32;40;1.97 ha;310.98 ha;1262;39.0922222;44.5444444;irn
1262-004;The main church (Monastery of Saint Stepanos Esemble);Iran (Islamic Republic of);Иран (Исламская Республика);N38;38;58;44;E45;45;28;24;72.05 ha;312.79 ha;1262;38.9788889;45.4733333;irn
1262-005;Darresham Chapel (Saint Stepanos Esemble);Iran (Islamic Republic of);Иран (Исламская Республика);N38;38;59;24;E45;45;27;8;10.84 ha;312.79 ha;1262;38.99;45.4522222;irn
1262-006;Chupan Chapel (Saint Stepanos Esemble);Iran (Islamic Republic of);Иран (Исламская Республика);N38;38;58;31;E45;45;34;22;1.17 ha;4 ha;1262;38.9752778;45.5727778;irn
1262-007;The main chapel (Dzordzor);Iran (Islamic Republic of);Иран (Исламская Республика);N39;39;11;16;E44;44;28;34;0.78 ha;27.23 ha;1262;39.1877778;44.4761111;irn
1262-008;The Baran village (Dzordzor);Iran (Islamic Republic of);Иран (Исламская Республика);N39;39;11;16;E44;44;28;34;4.25 ha;27.23 ha;1262;39.1877778;44.4761111;irn
1346-003;Sorkhab;Iran (Islamic Republic of);Иран (Исламская Республика);N38;38;5;5;E46;46;17;53;0.2832 ha;25.13 ha;1346;38.0847222;46.2980556;irn
1346-002;Kabood Mosque;Iran (Islamic Republic of);Иран (Исламская Республика);N38;38;4;25;E46;46;18;3;2.3178 ha;25.13 ha;1346;38.0736111;46.3008333;irn
1346-001;Center;Iran (Islamic Republic of);Иран (Исламская Республика);N38;38;4;53;E46;46;17;35;26.3722 ha;25.14 ha;1346;38.0813889;46.2930556;irn
1372-001;Ancient Garden of Pasargadae;Iran (Islamic Republic of);Иран (Исламская Республика);N30;30;10;0;E53;53;10;0;249.65 ha;2,006.95 ha;1372;30.1666667;53.1666667;irn
1372-002;Bagh-e Eram;Iran (Islamic Republic of);Иран (Исламская Республика);N29;29;38;10;E52;52;31;31;12.7 ha;70.5 ha;1372;29.6361111;52.5252778;irn
1372-003;Bagh-e Chehel Sotun;Iran (Islamic Republic of);Иран (Исламская Республика);N32;32;39;27;E51;51;40;20;5.8 ha;28.92 ha;1372;32.6575;51.6722222;irn
1372-004;Bagh-e Fin;Iran (Islamic Republic of);Иран (Исламская Республика);N33;33;22;21;E51;51;22;21;7.6 ha;173.4 ha;1372;33.3725;51.3725;irn
1372-005;Bagh-e Abas Abad;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;39;50;E53;53;35;38;420.2 ha;1,169.65 ha;1372;36.6638889;53.5938889;irn
1372-006;Bagh-e Shahzadeh;Iran (Islamic Republic of);Иран (Исламская Республика);N30;30;1;30;E57;57;16;59;5.5 ha;6,181.5 ha;1372;30.025;57.2830556;irn
1372-007;Bagh-e Dolat Abad;Iran (Islamic Republic of);Иран (Исламская Республика);N31;31;54;12;E54;54;21;7;8 ha;72 ha;1372;31.9033333;54.3519444;irn
1372-008;Bagh-e Pahlavanpur;Iran (Islamic Republic of);Иран (Исламская Республика);N31;31;33;37;E54;54;26;25;3.5 ha;28.5 ha;1372;31.5602778;54.4402778;irn
1372-009;Bagh-e Akbariyeh;Iran (Islamic Republic of);Иран (Исламская Республика);N32;32;51;10;E59;59;13;40;3.4 ha;8.6 ha;1372;32.8527778;59.2277778;irn
1455-001;Susa archaeological complex;Iran (Islamic Republic of);Иран (Исламская Республика);N32;32;11;22.05;E48;48;15;22.94;346.5 ha;600 ha;1455;32.1894583;48.2563722;irn
1455-002;Ardeshir Palace;Iran (Islamic Republic of);Иран (Исламская Республика);N32;32;11;38;E48;48;14;35;3.5 ha;;1455;32.1938889;48.2430556;irn
1544-001;Area 1;Iran (Islamic Republic of);Иран (Исламская Республика);N31;31;54;5;E54;54;22;9;;665.93 ha;1544;31.9013889;54.3691667;irn
1544-002;Area 2;Iran (Islamic Republic of);Иран (Исламская Республика);N31;31;53;1;E54;54;22;23;;;1544;31.8836111;54.3730556;irn
1544-003;Area 3;Iran (Islamic Republic of);Иран (Исламская Республика);N31;31;54;12;E54;54;21;5;;;1544;31.9033333;54.3513889;irn
1568-001;Firuzabad : Qaleh Dokhtar;Iran (Islamic Republic of);Иран (Исламская Республика);N28;28;55;15.2;E52;52;31;48.31;71.2 ha;4,694 ha;1568;28.9208889;52.5300861;irn
1568-002;Firuzabad : Ardashir investiture Relief;Iran (Islamic Republic of);Иран (Исламская Республика);N28;28;54;59.6;E52;52;32;14.62;0.7 ha;;1568;28.9165556;52.5373944;irn
1568-003;Firuzabad: The Victory Relief of Ardashir;Iran (Islamic Republic of);Иран (Исламская Республика);N28;28;54;35.54;E52;52;32;27.3;0.5 ha;;1568;28.9098722;52.5409167;irn
1568-004;Firuzabad: Ardashir Khurreh;Iran (Islamic Republic of);Иран (Исламская Республика);N28;28;51;7.73;E52;52;31;57.15;314 ha;;1568;28.8521472;52.5325417;irn
1568-005;Firuzabad: Ardashir Palace;Iran (Islamic Republic of);Иран (Исламская Республика);N28;28;53;52.73;E52;52;32;21.17;5.9 ha;;1568;28.8979806;52.5392139;irn
1568-006;Bishapur : The city of Bishapur and its related components;Iran (Islamic Republic of);Иран (Исламская Республика);N29;29;46;38.93;E51;51;34;13.62;194 ha;7,480 ha;1568;29.7774806;51.57045;irn
1568-007;Bishapur: Shapur cave;Iran (Islamic Republic of);Иран (Исламская Республика);N29;29;48;24.6;E51;51;36;47;28 ha;;1568;29.8068333;51.6130556;irn
1568-008;Sarvestan: Sarvestan Monument;Iran (Islamic Republic of);Иран (Исламская Республика);N29;29;11;43.94;E53;53;13;51.84;25 ha;541 ha;1568;29.1955389;53.2310667;irn
1584-001;Golestan (North);Iran (Islamic Republic of);Иран (Исламская Республика);N37;37;25;17.3;E55;55;43;27.4;17,873.18 ha;64,300.77 ha;1584;37.4214722;55.7242778;irn
1584-002;Golestan (South);Iran (Islamic Republic of);Иран (Исламская Республика);N37;37;20;26.39;E55;55;43;32.3;10,658.08 ha;;1584;37.3406639;55.7256389;irn
1584-003;Abr (East);Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;48;45.29;E54;54;56;41.6;6,672.52 ha;23,323.35 ha;1584;36.8125806;54.9448889;irn
1584-004;Abr (West);Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;48;56.99;E55;55;6;3.39;10,991.08 ha;;1584;36.8158306;55.1009417;irn
1584-005;Jahan Nama;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;39;55;E54;54;24;5.5;11,339.73 ha;26,862.83 ha;1584;36.6652778;54.4015278;irn
1584-006;Boola;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;5;55.78;E53;53;23;37.5;17,516.47 ha;12,344.21 ha;1584;36.0988278;53.39375;irn
1584-007;Alimestan;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;10;24.9;E52;52;24;14.19;394.3 ha;845.98 ha;1584;36.1735833;52.4039417;irn
1584-008;Vaz (East);Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;16;44.79;E52;52;7;30.2;2,218.16 ha;3,720.15 ha;1584;36.2791083;52.1250556;irn
1584-009;Vaz (West);Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;18;26.88;E52;52;3;39.8;4,692.37 ha;;1584;36.3074667;52.0610556;irn
1584-010;Kojoor;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;32;45.69;E51;51;40;3.5;14,891.8 ha;9,628.5 ha;1584;36.546025;51.6676389;irn
1584-011;Chahar-Bagh;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;15;30.8;E51;51;13;1.7;6,886.44 ha;2,663.8 ha;1584;36.2585556;51.2171389;irn
1584-012;Khoshk-e-Daran;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;43;38.09;E51;51;3;50.28;214.47 ha;39.08 ha;1584;36.7272472;51.0639667;irn
1584-013;Siahroud-e-Roudbar;Iran (Islamic Republic of);Иран (Исламская Республика);N36;36;53;59.18;E49;49;40;19.3;11,197.4 ha;15,897.4 ha;1584;36.8997722;49.6720278;irn
1584-014;Gast Roudkhan;Iran (Islamic Republic of);Иран (Исламская Республика);N37;37;3;56;E49;49;9;9.88;10,541.13 ha;16,015.37 ha;1584;37.0655556;49.1527444;irn
1584-015;Lisar;Iran (Islamic Republic of);Иран (Исламская Республика);N37;37;56;7.98;E48;48;49;56.4;3,397.61 ha;1,487.35 ha;1584;37.93555;48.8323333;irn
1481-001;The Iraqi side of Huwaizah Marshes;Iraq;Ирак;N31;31;33;44;E47;47;39;28;48,131 ha;42,561 ha;1481;31.5622222;47.6577778;irq
1481-002;The Central Marshes;Iraq;Ирак;N31;31;5;7;E47;47;3;15;62,435 ha;83,958 ha;1481;31.0852778;47.0541667;irq
1481-003;The East Hammar Marshes;Iraq;Ирак;N30;30;44;21;E47;47;26;19;20,342 ha;12,721 ha;1481;30.7391667;47.4386111;irq
1481-004;The West Hammar Marshes;Iraq;Ирак;N30;30;50;30;E46;46;41;3;79,991 ha;68,403 ha;1481;30.8416667;46.6841667;irq
1481-005;Uruk Archaeological City;Iraq;Ирак;N31;31;19;27;E45;45;38;14;541 ha;292 ha;1481;31.3241667;45.6372222;irq
1481-006;Ur Archaeological City;Iraq;Ирак;N30;30;57;47;E46;46;6;11;71 ha;317 ha;1481;30.9630556;46.1030556;irq
1481-007;Tell Eridu Archaeological Site;Iraq;Ирак;N30;30;49;1;E45;45;59;45;33 ha;1,069 ha;1481;30.8169444;45.9958333;irq
276rev-001;Samarra North Zone - al-Mutawakkiliyya;Iraq;Ирак;N34;34;20;27.56;E43;43;49;24.76;4,478 ha;31,414 ha;276;34.3409889;43.8235444;irq
276rev-002;Samarra Centre Zone;Iraq;Ирак;N34;34;13;34.59;E43;43;52;57.26;1,265 ha;;276;34.226275;43.8825722;irq
276rev-003;Samarra South Zone;Iraq;Ирак;N34;34;7;21.42;E43;43;55;50.23;8,953 ha;;276;34.1226167;43.9306194;irq
276rev-004;al-Istablat;Iraq;Ирак;N34;34;4;49.04;E43;43;54;56.12;155 ha;;276;34.0802889;43.9155889;irq
276rev-005;al-Quwayr;Iraq;Ирак;N34;34;13;55.63;E43;43;50;23.53;11 ha;;276;34.2321194;43.8398694;irq
276rev-006;Qubbat al-Sulaibiyya;Iraq;Ирак;N34;34;13;39.54;E43;43;47;56.09;0.6 ha;;276;34.22765;43.7989139;irq
276rev-007;al-Ma'shuq;Iraq;Ирак;N34;34;14;31.14;E43;43;48;34.02;20 ha;;276;34.2419833;43.80945;irq
276rev-008;Tell Umm al-Sakhr;Iraq;Ирак;N34;34;15;59.82;E43;43;48;6.33;2 ha;;276;34.2666167;43.8017583;irq
276rev-009;al-Huwaysilat Upper;Iraq;Ирак;N34;34;17;40.06;E43;43;47;19.81;5 ha;;276;34.2944611;43.7888361;irq
276rev-010;al-Huwaysilat Lower;Iraq;Ирак;N34;34;17;56.9;E43;43;47;21.64;4 ha;;276;34.2991389;43.7893444;irq
1108-001;Tel Megiddo;Israel;Израиль;N32;32;35;5;E35;35;10;56;16.05 ha;290.85 ha;1108;32.5847222;35.1822222;isr
1108-002;Tel Hazor;Israel;Израиль;N33;33;1;0;E35;35;34;1;76.9 ha;204.6 ha;1108;33.0166667;35.5669444;isr
1108-003;Tel Beer Sheba;Israel;Израиль;N31;31;14;41;E34;34;50;27;3.09 ha;108.53 ha;1108;31.2447222;34.8408333;isr
1107-001;The route, including Avdat;Israel;Израиль;N30;30;32;28;E35;35;9;39;6,314 ha;62,592 ha;1107;30.5411111;35.1608333;isr
1107-002;Haluza;Israel;Израиль;N31;31;5;51;E34;34;39;28;52 ha;278 ha;1107;31.0975;34.6577778;isr
1107-003;Mamshit;Israel;Израиль;N31;31;1;34;E35;35;3;4;242 ha;514 ha;1107;31.0261111;35.0511111;isr
1107-004;Shivta;Israel;Израиль;N30;30;52;53;E34;34;37;54;47 ha;484 ha;1107;30.8813889;34.6316667;isr
712-001;City of Vicenza (including 23 buildings constructed by Palladio);Italy;Италия;N45;45;32;57;E11;11;32;58;218 ha;—;712;45.5491667;11.5494444;ita
712-002;Villa Trissino, now Trettenero, Cricoli;Italy;Италия;N45;45;33;55;E11;11;32;49;13 ha;—;712;45.5652778;11.5469444;ita
712-003;Villa Gazzotti Grimani;Italy;Италия;N45;45;33;13;E11;11;34;30;0.9 ha;—;712;45.5536111;11.575;ita
712-004;Villa Almerico Capra, called;Italy;Италия;N45;45;31;54;E11;11;33;36;9 ha;—;712;45.5316667;11.56;ita
712-005;Villa Angarano;Italy;Италия;N45;45;46;50;E11;11;43;25;3.58 ha;—;712;45.7805556;11.7236111;ita
712-006;Villa Caldogno;Italy;Италия;N45;45;36;26;E11;11;30;24;2.77 ha;—;712;45.6072222;11.5066667;ita
712-007;Villa Chiericati;Italy;Италия;N45;45;30;16;E11;11;39;12;11.75 ha;—;712;45.5044444;11.6533333;ita
712-008;Villa Forni Cerato;Italy;Италия;N45;45;39;11;E11;11;33;40;2.23 ha;—;712;45.6530556;11.5611111;ita
712-009;Villa Godi Malinverni;Italy;Италия;N45;45;44;44;E11;11;31;43;4.66 ha;—;712;45.7455556;11.5286111;ita
712-010;Villa Pisani Ferri;Italy;Италия;N45;45;21;31;E11;11;22;10;1.6 ha;—;712;45.3586111;11.3694444;ita
712-011;Villa Pojana;Italy;Италия;N45;45;16;54;E11;11;30;3;6.14 ha;—;712;45.2816667;11.5008333;ita
712-012;Villa Saraceno;Italy;Италия;N45;45;18;38;E11;11;35;12;0.59 ha;—;712;45.3105556;11.5866667;ita
712-013;Villa Thiene;Italy;Италия;N45;45;34;22;E11;11;37;47;0.38 ha;—;712;45.5727778;11.6297222;ita
712-014;Villa Trissino;Italy;Италия;N45;45;25;42;E11;11;24;49;3.78 ha;—;712;45.4283333;11.4136111;ita
712-015;Villa Valmarana Zen;Italy;Италия;N45;45;35;1;E11;11;36;41;4.34 ha;—;712;45.5836111;11.6113889;ita
712-016;Villa Valmarana Bressan;Italy;Италия;N45;45;34;58;E11;11;35;40;3.29 ha;—;712;45.5827778;11.5944444;ita
712-017;Villa Badoer called;Italy;Италия;N45;45;1;48;E11;11;38;46;1.41 ha;—;712;45.03;11.6461111;ita
712-018;Villa Barbaro;Italy;Италия;N45;45;48;20;E11;11;58;48;6.57 ha;—;712;45.8055556;11.98;ita
712-019;Villa Emo;Italy;Италия;N45;45;42;43;E11;11;59;23;14.54 ha;—;712;45.7119444;11.9897222;ita
712-020;Villa Zeno;Italy;Италия;N45;45;42;11;E12;12;38;20;7.71 ha;—;712;45.7030556;12.6388889;ita
712-021;Villa Foscari, called;Italy;Италия;N45;45;26;7;E12;12;12;4;5.87 ha;—;712;45.4352778;12.2011111;ita
712-022;Villa Pisani;Italy;Италия;N45;45;13;37;E11;11;28;7;0.21 ha;—;712;45.2269444;11.4686111;ita
712-023;Villa Cornaro;Italy;Италия;N45;45;36;14;E11;11;59;57;7.44 ha;—;712;45.6038889;11.9991667;ita
712-024;Villa Serego;Italy;Италия;N45;45;29;58;E10;10;55;32;2.78 ha;—;712;45.4994444;10.9255556;ita
712-025;Villa Piovene;Italy;Италия;N45;45;44;48;E11;11;31;36;1.33 ha;—;712;45.7466667;11.5266667;ita
726-001;Historical Centre of Naples;Italy;Италия;N40;40;50;55.64;E14;14;14;48.48;981.75 ha;;726;40.8487889;14.2468;ita
726-002;District of Villa Manzo, Santa Maria della Consolazione;Italy;Италия;N40;40;49;4.86;E14;14;12;20.07;15.5 ha;;726;40.8180167;14.205575;ita
726-003;Marechiaro;Italy;Италия;N40;40;47;44.5;E14;14;11;31.39;4 ha;;726;40.7956944;14.1920528;ita
726-004;District of Casale and Santo Strato;Italy;Италия;N40;40;48;13.74;E14;14;11;31.47;19.75 ha;;726;40.8038167;14.192075;ita
788-001;Mausoleum of Galla Placida;Italy;Италия;N44;44;25;15.5;E12;12;11;49.2;0.01 ha;4.5 ha;788;44.4209722;12.197;ita
788-002;Church of St. Vitale;Italy;Италия;N44;44;25;13.5;E12;12;11;46.5;0.14 ha;—;788;44.4204167;12.19625;ita
788-003;Neonian Baptistry;Italy;Италия;N44;44;24;57.3;E12;12;11;51.4;0.01 ha;—;788;44.4159167;12.1976111;ita
788-004;Archiepiscopal Chapel;Italy;Италия;N44;44;24;55.8;E12;12;11;51.9;0.002 ha;3.02 ha;788;44.4155;12.19775;ita
788-005;Basilica of St. Apollinaire Nuovo;Italy;Италия;N44;44;25;0.4;E12;12;12;16.5;0.17 ha;2.92 ha;788;44.4167778;12.2045833;ita
788-006;Arian Baptistry;Italy;Италия;N44;44;25;7.4;E12;12;12;8.6;0.008 ha;0.68 ha;788;44.4187222;12.2023889;ita
788-007;Mauseoleum of Theodoric;Italy;Италия;N44;44;25;29.2;E12;12;12;31.2;0.014 ha;21.6 ha;788;44.4247778;12.2086667;ita
788-008;Basilica of St. Apollinare in Classe;Italy;Италия;N44;44;22;48.3;E12;12;13;56.9;0.96 ha;33.14 ha;788;44.3800833;12.2324722;ita
733-002;Diamantina;Italy;Италия;;0;;;0;0;;;5,320 ha;;733;0;0;ita
733bis-001;Ferrara;Italy;Италия;N44;44;50;16;E11;11;37;10;41,392 ha;;733;44.8377778;11.6194444;ita
829-001;Pompeii;Italy;Италия;N40;40;45;4;E14;14;29;10;84.59 ha;1.44 ha;829;40.7511111;14.4861111;ita
829-002;Villa dei Misteri (Pompei);Italy;Италия;N40;40;45;14.5;E14;14;28;40.7;0.95 ha;;829;40.7540278;14.4779722;ita
829-003;Herculaneum;Italy;Италия;N40;40;48;20;E14;14;20;52;9.42 ha;20.28 ha;829;40.8055556;14.3477778;ita
829-004;Villa dei Papiri (Herculaneum);Italy;Италия;N40;40;48;32;E14;14;20;37;1.22 ha;;829;40.8088889;14.3436111;ita
829-005;Theatre of Herculaneum;Italy;Италия;N40;40;48;30;E14;14;20;51.4;0.17 ha;;829;40.8083333;14.3476111;ita
829-006;Torre Annunziata: Villa A;Italy;Италия;N40;40;45;25.4;E14;14;27;9.2;1.15 ha;2.63 ha;829;40.7570556;14.4525556;ita
829-007;Torre Annunziata: Villa B;Italy;Италия;N40;40;45;22.6;E14;14;27;22.6;0.55 ha;;829;40.7562778;14.4562778;ita
826-001;Cinque Terre and Portovenere;Italy;Италия;N44;44;6;25;E9;9;43;45;4,511.54 ha;—;826;44.1069444;9.7291667;ita
826-002;Isola Palmaria;Italy;Италия;N44;44;2;35;E9;9;50;33;159.71 ha;—;826;44.0430556;9.8425;ita
826-003;Isola del Tino;Italy;Италия;N44;44;1;39.7;E9;9;51;6;13.31 ha;—;826;44.0276944;9.8516667;ita
826-004;Isola del Tinetto;Italy;Италия;N44;44;1;29.9;E9;9;51;8.1;4.69 ha;—;826;44.0249722;9.85225;ita
823-001A;Zona di Commando;Italy;Италия;;0;;;0;0;;;18.58 ha;;823;0;0;ita
823-001B;Palazzo Madama;Italy;Италия;N45;45;4;15.8;E7;7;41;4.4;0.67 ha;;823;45.0710556;7.6845556;ita
823-001C;Palazzo Carignano;Italy;Италия;N45;45;4;8.4;E7;7;41;6.4;0.76 ha;;823;45.069;7.6851111;ita
823-006;Palazzina di Caccia di Stupinigi;Italy;Италия;N44;44;59;47.1;E7;7;36;19.9;75.23 ha;906.67 ha;823;44.9964167;7.6055278;ita
823-008;Borgo castello nel parco della Mandria;Italy;Италия;N45;45;8;53;E7;7;36;2.6;4.62 ha;2,922.45 ha;823;45.1480556;7.6007222;ita
823bis-002;Castello del Valentino;Italy;Италия;N45;45;3;15.6;E7;7;41;7.9;2.01 ha;36.88 ha;823;45.0543333;7.6855278;ita
823bis-003;Villa della Regina;Italy;Италия;N45;45;3;32.4;E7;7;42;23;12.03 ha;7.3 ha;823;45.059;7.7063889;ita
823bis-004;Castello di Moncalieri;Italy;Италия;N45;45;0;8.1;E7;7;41;12.5;12.21 ha;44.43 ha;823;45.00225;7.6868056;ita
823bis-005;Castello di Rivoli;Italy;Италия;N45;45;4;12.1;E7;7;30;39;1.54 ha;486.76 ha;823;45.0700278;7.5108333;ita
823bis-007;Reggia di Venaria Reale;Italy;Италия;N45;45;8;10.4;E7;7;37;35.2;13.59 ha;428.08 ha;823;45.1362222;7.6264444;ita
823bis-009;Castello di Agliè;Italy;Италия;N45;45;21;41.7;E7;7;46;9.1;30.33 ha;133.81 ha;823;45.3615833;7.7691944;ita
823bis-010;Castello di Racconigi;Italy;Италия;N44;44;46;9.8;E7;7;40;33.5;172.26 ha;1,464.35 ha;823;44.7693889;7.6759722;ita
823bis-011;Castello di Govone;Italy;Италия;N44;44;48;18.1;E8;8;5;55.7;3.06 ha;8.3 ha;823;44.8050278;8.0988056;ita
823bis-012;Castello di Pollenzo;Italy;Италия;N44;44;40;59.9;E7;7;53;41.9;25.36 ha;492.44 ha;823;44.6833056;7.8949722;ita
842-001;Paestum, Velia, the Certosa di Padula, Mount Cervati and the Vallo di Diano;Italy;Италия;N40;40;16;60;E15;15;28;60;1,371 ha;;842;40.2833333;15.4833333;ita
842-002;Punta Licosa and the Mount Stella region;Italy;Италия;N40;40;14;53;E14;14;55;39;111.29 ha;;842;40.2480556;14.9275;ita
842-003;Capo Palinuro, Punta d. Infreschi and the Mount Bulgheria region;Italy;Италия;N40;40;4;0;E15;15;25;60;126.41 ha;;842;40.0666667;15.4333333;ita
990-001;Ville d'Assise, San Damiano, Eremo delle Carceri, Santuario di Rivotorto et paysage historique;Italy;Италия;N43;43;4;16;E12;12;36;53;;—;990;43.0711111;12.6147222;ita
990-002;Basilique de Santa Maria degli Angeli et le Palais des Capitaines du Pardon;Italy;Италия;N43;43;3;29;E12;12;34;49;;—;990;43.0580556;12.5802778;ita
1024-001;Caltagirone;Italy;Италия;N37;37;14;23;E14;14;30;44;22.9 ha;47.86 ha;1024;37.2397222;14.5122222;ita
1024-002;Catania;Italy;Италия;N37;37;30;8;E15;15;5;13;38.5 ha;80.13 ha;1024;37.5022222;15.0869444;ita
1024-003;Militello Val di Catania;Italy;Италия;N37;37;16;33.2;E14;14;47;30.2;1.43 ha;27.48 ha;1024;37.2758889;14.7917222;ita
1024-004;Modica;Italy;Италия;N36;36;51;37.1;E14;14;45;38.6;9 ha;34 ha;1024;36.8603056;14.7607222;ita
